ANTONIO EVALDO ALMEIDA BARROS;"História Social da Cultura. Estado e Cultura. Estudos Étnicos. História da África (África do Sul e Moçambique). Festa, Memória, Patrimônio, Educação e Cidadania. Educação do Campo. Educação para as Relações Étnico-Raciais. História Social das Ideias. Filosofia e pensamento africanos. Produção da (in)diferença, Liberdade e  Cidadania no mundo contemporâneo.";"Licenciado em História e Filosofia. Mestre e Doutor em Estudos Étnicos e Africanos.";COORDENACAO DO CURSO DE ESTUDOS AFRICANOS E AFRO-BRASILEIROS/DCCH;https://sigaa.ufma.br/sigaa/public/docente/portal.jsf?siape=1798237;http://lattes.cnpq.br/0657826399373769;1798237;1798237;1373
KATIA EVANGELISTA REGIS;"";"";COORDENACAO DO CURSO DE ESTUDOS AFRICANOS E AFRO-BRASILEIROS/DCCH;https://sigaa.ufma.br/sigaa/public/docente/portal.jsf?siape=1796974;;1796974;1796974;1373
MARCELO PAGLIOSA CARVALHO;"";"";COORDENACAO DO CURSO DE ESTUDOS AFRICANOS E AFRO-BRASILEIROS/DCCH;https://sigaa.ufma.br/sigaa/public/docente/portal.jsf?siape=1875517;;1875517;1875517;1373
POLLYANNA GOUVEIA MENDONCA MUNIZ;"Atualmente tem sua atenção voltada para a relação entre as justiças Eclesiástica, Civil e Inquisitorial no século XVIII. Atua basicamente nas áreas de História do Brasil, do Maranhão, do Piauí e da América Colonial e em Teoria e Metodologia da História. Realiza pesquisas com financiamento do CNPq (contemplada no Edital MCTI/CNPQ/Universal 14/2014) e da FAPEMA (contemplada no Edital Universal 001/2013 ).";"É professora Adjunto II na Universidade Federal do Maranhão - UFMA, campus - Pinheiro e professora do corpo permanente do Programa de Pós-Graduação em História - PPGHIS-UFMA. Possui Graduação em História pela Universidade Federal do Maranhão (2004), Mestrado em História pela Universidade Federal Fluminense (UFF) - RJ (2007) e Doutorado em História pelo mesmo Programa de Pós-Graduação.  Desenvolve projetos na área de Religião e História Ambiental. É parecerista ad hoc da FAPEMA desde 2012";COORDENACAO DO CURSO DE ESTUDOS AFRICANOS E AFRO-BRASILEIROS/DCCH;https://sigaa.ufma.br/sigaa/public/docente/portal.jsf?siape=1818212;http://buscatextual.cnpq.br/buscatextual/visualizacv.do?metodo=apresentar&id=K4138434P2;1818212;1818212;1373
RICHARD CHRISTIAN PINTO DOS SANTOS;"Educação,Antropologia das Populações Afro-Brasileiras,Literatura Afro-Brasileira";"Graduação em Letras. Universidade Federal do Maranhão.Mestrado em Educação. Universidade Federal do Maranhão.";COORDENACAO DO CURSO DE ESTUDOS AFRICANOS E AFRO-BRASILEIROS/DCCH;https://sigaa.ufma.br/sigaa/public/docente/portal.jsf?siape=2145879;http://lattes.cnpq.br/4096996173204619;2145879;2145879;1373
ROSENVERCK ESTRELA SANTOS;"";"";COORDENACAO DO CURSO DE ESTUDOS AFRICANOS E AFRO-BRASILEIROS/DCCH;https://sigaa.ufma.br/sigaa/public/docente/portal.jsf?siape=2413345;;2413345;2413345;1373
AGNALDO JOSE DA SILVA;"Educação, Educação Superior, Urbano.";"Doutor em Sociologia pela Universidade de Brasília (UnB), Professor adjunto da UFMA, Campus de Imperatriz.";COORDENACAO DO CURSO DE LICENCIATURAS EM CIENCIAS HUMANAS IMPERATRIZ/CCSST;https://sigaa.ufma.br/sigaa/public/docente/portal.jsf?siape=1718863;;1718863;1718863;1179
ALEXANDRE PEIXOTO FARIA NOGUEIRA;"";"";COORDENACAO DO CURSO DE LICENCIATURAS EM CIENCIAS HUMANAS IMPERATRIZ/CCSST;https://sigaa.ufma.br/sigaa/public/docente/portal.jsf?siape=2031650;;2031650;2031650;1179
BETANIA OLIVEIRA BARROSO;"";"";COORDENACAO DO CURSO DE LICENCIATURAS EM CIENCIAS HUMANAS IMPERATRIZ/CCSST;https://sigaa.ufma.br/sigaa/public/docente/portal.jsf?siape=2146601;;2146601;2146601;1179
EDSON FERREIRA DA COSTA;"Filosofia, Sociedade, Política, Ética, Epistemologia, Antropologia.";"Bacharel Licenciado pela PONTIFICIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS - PUC MinasMestre em Filosofia pela UNIVERSIDADE FEDERAL DO CEARÁ";COORDENACAO DO CURSO DE LICENCIATURAS EM CIENCIAS HUMANAS IMPERATRIZ/CCSST;https://sigaa.ufma.br/sigaa/public/docente/portal.jsf?siape=2048950;http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4717431J7;2048950;2048950;1179
EMERSON RUBENS MESQUITA ALMEIDA;"";"";COORDENACAO DO CURSO DE LICENCIATURAS EM CIENCIAS HUMANAS IMPERATRIZ/CCSST;https://sigaa.ufma.br/sigaa/public/docente/portal.jsf?siape=1818710;http://lattes.cnpq.br/1595716220604286;1818710;1818710;1179
JESUS MARMANILLO PEREIRA;"Sociologia UrbanaSociologia PolíticaSociologia VisualSociologia Clássica e Contemporânea";"Mestre em Ciências Sociais (UFMA) .  Bacharel e Licenciado em Ciências Sociais(UFMA),  bacharel em História (UFMA) e licenciado em Geografia (UEMA).";COORDENACAO DO CURSO DE LICENCIATURAS EM CIENCIAS HUMANAS IMPERATRIZ/CCSST;https://sigaa.ufma.br/sigaa/public/docente/portal.jsf?siape=2133445;http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4716965U7;2133445;2133445;1179
JOSE HENRIQUE SOUSA ASSAI;"Democracia. Ética. Justiça. Arqueologia. Neurociência";"Técnico em Edificações (Cefet/MA). Licenciatura em Filosofia (USF - SP). Bacharelado em Teologia (IESMA - SLZ). Capacitação em Germanística (Friedrich Schiller Universität- Jena / Alemanha). Especialização em Didática Universitária (FAMA - SLZ). Mestrado em Filosofia (UFC - CE). Doutorando em Filosofia (PUCRS)";COORDENACAO DO CURSO DE LICENCIATURAS EM CIENCIAS HUMANAS IMPERATRIZ/CCSST;https://sigaa.ufma.br/sigaa/public/docente/portal.jsf?siape=2732945;http://lattes.cnpq.br/6044033543458140;2732945;2732945;1179
JOSE MARIO RIQUELME HERNANDEZ;"";"";COORDENACAO DO CURSO DE LICENCIATURAS EM CIENCIAS HUMANAS IMPERATRIZ/CCSST;https://sigaa.ufma.br/sigaa/public/docente/portal.jsf?siape=1694979;;1694979;1694979;1179
MANOEL PINTO SANTOS;"";"";COORDENACAO DO CURSO DE LICENCIATURAS EM CIENCIAS HUMANAS IMPERATRIZ/CCSST;https://sigaa.ufma.br/sigaa/public/docente/portal.jsf?siape=1812486;;1812486;1812486;1179
ROGERIO DE CARVALHO VERAS;"Estuda e pesquisa os temas História, Memória e Patrimônio; Biografia, Biografismo e Memória; História da Amazônia e História das Religiões e Antropologia da Religião.";"";COORDENACAO DO CURSO DE LICENCIATURAS EM CIENCIAS HUMANAS IMPERATRIZ/CCSST;https://sigaa.ufma.br/sigaa/public/docente/portal.jsf?siape=1829367;http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4261421Y5#ArtigosCompletos;1829367;1829367;1179
SALVADOR TAVARES DE MOURA;"";"";COORDENACAO DO CURSO DE LICENCIATURAS EM CIENCIAS HUMANAS IMPERATRIZ/CCSST;https://sigaa.ufma.br/sigaa/public/docente/portal.jsf?siape=1455137;;1455137;1455137;1179
VANDA MARIA LEITE PANTOJA;"";"";COORDENACAO DO CURSO DE LICENCIATURAS EM CIENCIAS HUMANAS IMPERATRIZ/CCSST;https://sigaa.ufma.br/sigaa/public/docente/portal.jsf?siape=1522596;;1522596;1522596;1179
